model,strategy,batch_size,mtp,chip_k,chip_n,die_k,die_n,pu_k,pu_n,up_pu_B,up_pu_M,up_pu_K,up_pu_N,down_pu_K,down_pu_N,die_weight_bytes,fabric_ns,noc_input_ns,noc_output_ns,total_ns,collective_count,stages_json,selected,selection_reason
glm-5.1,tp,8192,off,16,1,2,2,1,16,256,256,192,128,64,192,150994944,160975,390656,645120,1196751,12,"[{""stage"":""entry_16chip_alltoall"",""direction"":""fabric"",""size_bytes"":196608,""critical_bytes"":2949120.0,""participants"":16,""parallel_links"":1,""duration_ns"":1844},{""stage"":""tokens256.up_input"",""direction"":""noc_input"",""size_bytes"":12582912,""critical_bytes"":12582912.0,""participants"":16,""parallel_links"":1,""duration_ns"":49152},{""stage"":""tokens256.up_output"",""direction"":""noc_output"",""size_bytes"":134217728,""critical_bytes"":134217728.0,""participants"":2,""parallel_links"":1,""duration_ns"":524288},{""stage"":""tokens256.up_die_reduce_scatter"",""direction"":""noc_output"",""size_bytes"":134217728,""critical_bytes"":67108864.0,""participants"":2,""parallel_links"":4,""duration_ns"":65536},{""stage"":""tokens256.up_die_allgather"",""direction"":""noc_input"",""size_bytes"":67108864,""critical_bytes"":67108864.0,""participants"":2,""parallel_links"":4,""duration_ns"":65536},{""stage"":""tokens256.up_chip_allreduce"",""direction"":""fabric"",""size_bytes"":134217728,""critical_bytes"":251658240.0,""participants"":16,""parallel_links"":1,""duration_ns"":157287},{""stage"":""tokens256.down_input"",""direction"":""noc_input"",""size_bytes"":67108864,""critical_bytes"":67108864.0,""participants"":2,""parallel_links"":1,""duration_ns"":262144},{""stage"":""tokens256.down_output"",""direction"":""noc_output"",""size_bytes"":12582912,""critical_bytes"":12582912.0,""participants"":16,""parallel_links"":1,""duration_ns"":49152},{""stage"":""tokens256.down_die_reduce_scatter"",""direction"":""noc_output"",""size_bytes"":12582912,""critical_bytes"":6291456.0,""participants"":2,""parallel_links"":4,""duration_ns"":6144},{""stage"":""exit_chip_hidden_exchange"",""direction"":""fabric"",""size_bytes"":196608,""critical_bytes"":2949120.0,""participants"":16,""parallel_links"":1,""duration_ns"":1844},{""stage"":""exit_die_distribute"",""direction"":""noc_input"",""size_bytes"":2949120,""critical_bytes"":2949120.0,""participants"":2,""parallel_links"":1,""duration_ns"":11520},{""stage"":""final_die_allgather"",""direction"":""noc_input"",""size_bytes"":786432,""critical_bytes"":2359296.0,""participants"":4,""parallel_links"":4,""duration_ns"":2304}]",False,alternative candidate
glm-5.1,tp,8192,off,16,1,2,2,2,8,256,256,96,256,128,96,150994944,160975,390656,645120,1196751,12,"[{""stage"":""entry_16chip_alltoall"",""direction"":""fabric"",""size_bytes"":196608,""critical_bytes"":2949120.0,""participants"":16,""parallel_links"":1,""duration_ns"":1844},{""stage"":""tokens256.up_input"",""direction"":""noc_input"",""size_bytes"":12582912,""critical_bytes"":12582912.0,""participants"":2,""parallel_links"":1,""duration_ns"":49152},{""stage"":""tokens256.up_output"",""direction"":""noc_output"",""size_bytes"":134217728,""critical_bytes"":134217728.0,""participants"":2,""parallel_links"":1,""duration_ns"":524288},{""stage"":""tokens256.up_die_reduce_scatter"",""direction"":""noc_output"",""size_bytes"":134217728,""critical_bytes"":67108864.0,""participants"":2,""parallel_links"":4,""duration_ns"":65536},{""stage"":""tokens256.up_die_allgather"",""direction"":""noc_input"",""size_bytes"":67108864,""critical_bytes"":67108864.0,""participants"":2,""parallel_links"":4,""duration_ns"":65536},{""stage"":""tokens256.up_chip_allreduce"",""direction"":""fabric"",""size_bytes"":134217728,""critical_bytes"":251658240.0,""participants"":16,""parallel_links"":1,""duration_ns"":157287},{""stage"":""tokens256.down_input"",""direction"":""noc_input"",""size_bytes"":67108864,""critical_bytes"":67108864.0,""participants"":2,""parallel_links"":1,""duration_ns"":262144},{""stage"":""tokens256.down_output"",""direction"":""noc_output"",""size_bytes"":12582912,""critical_bytes"":12582912.0,""participants"":8,""parallel_links"":1,""duration_ns"":49152},{""stage"":""tokens256.down_die_reduce_scatter"",""direction"":""noc_output"",""size_bytes"":12582912,""critical_bytes"":6291456.0,""participants"":2,""parallel_links"":4,""duration_ns"":6144},{""stage"":""exit_chip_hidden_exchange"",""direction"":""fabric"",""size_bytes"":196608,""critical_bytes"":2949120.0,""participants"":16,""parallel_links"":1,""duration_ns"":1844},{""stage"":""exit_die_distribute"",""direction"":""noc_input"",""size_bytes"":2949120,""critical_bytes"":2949120.0,""participants"":2,""parallel_links"":1,""duration_ns"":11520},{""stage"":""final_die_allgather"",""direction"":""noc_input"",""size_bytes"":786432,""critical_bytes"":2359296.0,""participants"":4,""parallel_links"":4,""duration_ns"":2304}]",False,alternative candidate
glm-5.1,tp,8192,off,16,1,2,2,4,4,256,256,48,512,256,48,150994944,160975,390656,645120,1196751,12,"[{""stage"":""entry_16chip_alltoall"",""direction"":""fabric"",""size_bytes"":196608,""critical_bytes"":2949120.0,""participants"":16,""parallel_links"":1,""duration_ns"":1844},{""stage"":""tokens256.up_input"",""direction"":""noc_input"",""size_bytes"":12582912,""critical_bytes"":12582912.0,""participants"":2,""parallel_links"":1,""duration_ns"":49152},{""stage"":""tokens256.up_output"",""direction"":""noc_output"",""size_bytes"":134217728,""critical_bytes"":134217728.0,""participants"":4,""parallel_links"":1,""duration_ns"":524288},{""stage"":""tokens256.up_die_reduce_scatter"",""direction"":""noc_output"",""size_bytes"":134217728,""critical_bytes"":67108864.0,""participants"":2,""parallel_links"":4,""duration_ns"":65536},{""stage"":""tokens256.up_die_allgather"",""direction"":""noc_input"",""size_bytes"":67108864,""critical_bytes"":67108864.0,""participants"":2,""parallel_links"":4,""duration_ns"":65536},{""stage"":""tokens256.up_chip_allreduce"",""direction"":""fabric"",""size_bytes"":134217728,""critical_bytes"":251658240.0,""participants"":16,""parallel_links"":1,""duration_ns"":157287},{""stage"":""tokens256.down_input"",""direction"":""noc_input"",""size_bytes"":67108864,""critical_bytes"":67108864.0,""participants"":4,""parallel_links"":1,""duration_ns"":262144},{""stage"":""tokens256.down_output"",""direction"":""noc_output"",""size_bytes"":12582912,""critical_bytes"":12582912.0,""participants"":4,""parallel_links"":1,""duration_ns"":49152},{""stage"":""tokens256.down_die_reduce_scatter"",""direction"":""noc_output"",""size_bytes"":12582912,""critical_bytes"":6291456.0,""participants"":2,""parallel_links"":4,""duration_ns"":6144},{""stage"":""exit_chip_hidden_exchange"",""direction"":""fabric"",""size_bytes"":196608,""critical_bytes"":2949120.0,""participants"":16,""parallel_links"":1,""duration_ns"":1844},{""stage"":""exit_die_distribute"",""direction"":""noc_input"",""size_bytes"":2949120,""critical_bytes"":2949120.0,""participants"":2,""parallel_links"":1,""duration_ns"":11520},{""stage"":""final_die_allgather"",""direction"":""noc_input"",""size_bytes"":786432,""critical_bytes"":2359296.0,""participants"":4,""parallel_links"":4,""duration_ns"":2304}]",False,alternative candidate
glm-5.1,tp,8192,off,16,1,2,2,8,2,256,256,24,1024,512,24,150994944,160975,390656,645120,1196751,12,"[{""stage"":""entry_16chip_alltoall"",""direction"":""fabric"",""size_bytes"":196608,""critical_bytes"":2949120.0,""participants"":16,""parallel_links"":1,""duration_ns"":1844},{""stage"":""tokens256.up_input"",""direction"":""noc_input"",""size_bytes"":12582912,""critical_bytes"":12582912.0,""participants"":2,""parallel_links"":1,""duration_ns"":49152},{""stage"":""tokens256.up_output"",""direction"":""noc_output"",""size_bytes"":134217728,""critical_bytes"":134217728.0,""participants"":8,""parallel_links"":1,""duration_ns"":524288},{""stage"":""tokens256.up_die_reduce_scatter"",""direction"":""noc_output"",""size_bytes"":134217728,""critical_bytes"":67108864.0,""participants"":2,""parallel_links"":4,""duration_ns"":65536},{""stage"":""tokens256.up_die_allgather"",""direction"":""noc_input"",""size_bytes"":67108864,""critical_bytes"":67108864.0,""participants"":2,""parallel_links"":4,""duration_ns"":65536},{""stage"":""tokens256.up_chip_allreduce"",""direction"":""fabric"",""size_bytes"":134217728,""critical_bytes"":251658240.0,""participants"":16,""parallel_links"":1,""duration_ns"":157287},{""stage"":""tokens256.down_input"",""direction"":""noc_input"",""size_bytes"":67108864,""critical_bytes"":67108864.0,""participants"":8,""parallel_links"":1,""duration_ns"":262144},{""stage"":""tokens256.down_output"",""direction"":""noc_output"",""size_bytes"":12582912,""critical_bytes"":12582912.0,""participants"":2,""parallel_links"":1,""duration_ns"":49152},{""stage"":""tokens256.down_die_reduce_scatter"",""direction"":""noc_output"",""size_bytes"":12582912,""critical_bytes"":6291456.0,""participants"":2,""parallel_links"":4,""duration_ns"":6144},{""stage"":""exit_chip_hidden_exchange"",""direction"":""fabric"",""size_bytes"":196608,""critical_bytes"":2949120.0,""participants"":16,""parallel_links"":1,""duration_ns"":1844},{""stage"":""exit_die_distribute"",""direction"":""noc_input"",""size_bytes"":2949120,""critical_bytes"":2949120.0,""participants"":2,""parallel_links"":1,""duration_ns"":11520},{""stage"":""final_die_allgather"",""direction"":""noc_input"",""size_bytes"":786432,""critical_bytes"":2359296.0,""participants"":4,""parallel_links"":4,""duration_ns"":2304}]",False,alternative candidate
glm-5.1,tp,8192,off,16,1,2,2,16,1,256,256,12,2048,1024,12,150994944,160975,390656,645120,1196751,12,"[{""stage"":""entry_16chip_alltoall"",""direction"":""fabric"",""size_bytes"":196608,""critical_bytes"":2949120.0,""participants"":16,""parallel_links"":1,""duration_ns"":1844},{""stage"":""tokens256.up_input"",""direction"":""noc_input"",""size_bytes"":12582912,""critical_bytes"":12582912.0,""participants"":2,""parallel_links"":1,""duration_ns"":49152},{""stage"":""tokens256.up_output"",""direction"":""noc_output"",""size_bytes"":134217728,""critical_bytes"":134217728.0,""participants"":16,""parallel_links"":1,""duration_ns"":524288},{""stage"":""tokens256.up_die_reduce_scatter"",""direction"":""noc_output"",""size_bytes"":134217728,""critical_bytes"":67108864.0,""participants"":2,""parallel_links"":4,""duration_ns"":65536},{""stage"":""tokens256.up_die_allgather"",""direction"":""noc_input"",""size_bytes"":67108864,""critical_bytes"":67108864.0,""participants"":2,""parallel_links"":4,""duration_ns"":65536},{""stage"":""tokens256.up_chip_allreduce"",""direction"":""fabric"",""size_bytes"":134217728,""critical_bytes"":251658240.0,""participants"":16,""parallel_links"":1,""duration_ns"":157287},{""stage"":""tokens256.down_input"",""direction"":""noc_input"",""size_bytes"":67108864,""critical_bytes"":67108864.0,""participants"":16,""parallel_links"":1,""duration_ns"":262144},{""stage"":""tokens256.down_output"",""direction"":""noc_output"",""size_bytes"":12582912,""critical_bytes"":12582912.0,""participants"":2,""parallel_links"":1,""duration_ns"":49152},{""stage"":""tokens256.down_die_reduce_scatter"",""direction"":""noc_output"",""size_bytes"":12582912,""critical_bytes"":6291456.0,""participants"":2,""parallel_links"":4,""duration_ns"":6144},{""stage"":""exit_chip_hidden_exchange"",""direction"":""fabric"",""size_bytes"":196608,""critical_bytes"":2949120.0,""participants"":16,""parallel_links"":1,""duration_ns"":1844},{""stage"":""exit_die_distribute"",""direction"":""noc_input"",""size_bytes"":2949120,""critical_bytes"":2949120.0,""participants"":2,""parallel_links"":1,""duration_ns"":11520},{""stage"":""final_die_allgather"",""direction"":""noc_input"",""size_bytes"":786432,""critical_bytes"":2359296.0,""participants"":4,""parallel_links"":4,""duration_ns"":2304}]",False,alternative candidate
glm-5.1,tp,8192,off,16,1,4,1,1,16,256,256,96,256,128,96,150994944,318261,759296,1269760,2347317,11,"[{""stage"":""entry_16chip_alltoall"",""direction"":""fabric"",""size_bytes"":196608,""critical_bytes"":2949120.0,""participants"":16,""parallel_links"":1,""duration_ns"":1844},{""stage"":""tokens256.up_input"",""direction"":""noc_input"",""size_bytes"":6291456,""critical_bytes"":6291456.0,""participants"":16,""parallel_links"":1,""duration_ns"":24576},{""stage"":""tokens256.up_output"",""direction"":""noc_output"",""size_bytes"":268435456,""critical_bytes"":268435456.0,""participants"":2,""parallel_links"":1,""duration_ns"":1048576},{""stage"":""tokens256.up_die_reduce_scatter"",""direction"":""noc_output"",""size_bytes"":268435456,""critical_bytes"":201326592.0,""participants"":4,""parallel_links"":4,""duration_ns"":196608},{""stage"":""tokens256.up_die_allgather"",""direction"":""noc_input"",""size_bytes"":67108864,""critical_bytes"":201326592.0,""participants"":4,""parallel_links"":4,""duration_ns"":196608},{""stage"":""tokens256.up_chip_allreduce"",""direction"":""fabric"",""size_bytes"":268435456,""critical_bytes"":503316480.0,""participants"":16,""parallel_links"":1,""duration_ns"":314573},{""stage"":""tokens256.down_input"",""direction"":""noc_input"",""size_bytes"":134217728,""critical_bytes"":134217728.0,""participants"":2,""parallel_links"":1,""duration_ns"":524288},{""stage"":""tokens256.down_output"",""direction"":""noc_output"",""size_bytes"":6291456,""critical_bytes"":6291456.0,""participants"":16,""parallel_links"":1,""duration_ns"":24576},{""stage"":""exit_chip_hidden_exchange"",""direction"":""fabric"",""size_bytes"":196608,""critical_bytes"":2949120.0,""participants"":16,""parallel_links"":1,""duration_ns"":1844},{""stage"":""exit_die_distribute"",""direction"":""noc_input"",""size_bytes"":2949120,""critical_bytes"":2949120.0,""participants"":2,""parallel_links"":1,""duration_ns"":11520},{""stage"":""final_die_allgather"",""direction"":""noc_input"",""size_bytes"":786432,""critical_bytes"":2359296.0,""participants"":4,""parallel_links"":4,""duration_ns"":2304}]",False,alternative candidate
glm-5.1,tp,8192,off,16,1,4,1,2,8,256,256,48,512,256,48,150994944,318261,759296,1269760,2347317,11,"[{""stage"":""entry_16chip_alltoall"",""direction"":""fabric"",""size_bytes"":196608,""critical_bytes"":2949120.0,""participants"":16,""parallel_links"":1,""duration_ns"":1844},{""stage"":""tokens256.up_input"",""direction"":""noc_input"",""size_bytes"":6291456,""critical_bytes"":6291456.0,""participants"":2,""parallel_links"":1,""duration_ns"":24576},{""stage"":""tokens256.up_output"",""direction"":""noc_output"",""size_bytes"":268435456,""critical_bytes"":268435456.0,""participants"":2,""parallel_links"":1,""duration_ns"":1048576},{""stage"":""tokens256.up_die_reduce_scatter"",""direction"":""noc_output"",""size_bytes"":268435456,""critical_bytes"":201326592.0,""participants"":4,""parallel_links"":4,""duration_ns"":196608},{""stage"":""tokens256.up_die_allgather"",""direction"":""noc_input"",""size_bytes"":67108864,""critical_bytes"":201326592.0,""participants"":4,""parallel_links"":4,""duration_ns"":196608},{""stage"":""tokens256.up_chip_allreduce"",""direction"":""fabric"",""size_bytes"":268435456,""critical_bytes"":503316480.0,""participants"":16,""parallel_links"":1,""duration_ns"":314573},{""stage"":""tokens256.down_input"",""direction"":""noc_input"",""size_bytes"":134217728,""critical_bytes"":134217728.0,""participants"":2,""parallel_links"":1,""duration_ns"":524288},{""stage"":""tokens256.down_output"",""direction"":""noc_output"",""size_bytes"":6291456,""critical_bytes"":6291456.0,""participants"":8,""parallel_links"":1,""duration_ns"":24576},{""stage"":""exit_chip_hidden_exchange"",""direction"":""fabric"",""size_bytes"":196608,""critical_bytes"":2949120.0,""participants"":16,""parallel_links"":1,""duration_ns"":1844},{""stage"":""exit_die_distribute"",""direction"":""noc_input"",""size_bytes"":2949120,""critical_bytes"":2949120.0,""participants"":2,""parallel_links"":1,""duration_ns"":11520},{""stage"":""final_die_allgather"",""direction"":""noc_input"",""size_bytes"":786432,""critical_bytes"":2359296.0,""participants"":4,""parallel_links"":4,""duration_ns"":2304}]",False,alternative candidate
glm-5.1,tp,8192,off,16,1,4,1,4,4,256,256,24,1024,512,24,150994944,318261,759296,1269760,2347317,11,"[{""stage"":""entry_16chip_alltoall"",""direction"":""fabric"",""size_bytes"":196608,""critical_bytes"":2949120.0,""participants"":16,""parallel_links"":1,""duration_ns"":1844},{""stage"":""tokens256.up_input"",""direction"":""noc_input"",""size_bytes"":6291456,""critical_bytes"":6291456.0,""participants"":2,""parallel_links"":1,""duration_ns"":24576},{""stage"":""tokens256.up_output"",""direction"":""noc_output"",""size_bytes"":268435456,""critical_bytes"":268435456.0,""participants"":4,""parallel_links"":1,""duration_ns"":1048576},{""stage"":""tokens256.up_die_reduce_scatter"",""direction"":""noc_output"",""size_bytes"":268435456,""critical_bytes"":201326592.0,""participants"":4,""parallel_links"":4,""duration_ns"":196608},{""stage"":""tokens256.up_die_allgather"",""direction"":""noc_input"",""size_bytes"":67108864,""critical_bytes"":201326592.0,""participants"":4,""parallel_links"":4,""duration_ns"":196608},{""stage"":""tokens256.up_chip_allreduce"",""direction"":""fabric"",""size_bytes"":268435456,""critical_bytes"":503316480.0,""participants"":16,""parallel_links"":1,""duration_ns"":314573},{""stage"":""tokens256.down_input"",""direction"":""noc_input"",""size_bytes"":134217728,""critical_bytes"":134217728.0,""participants"":4,""parallel_links"":1,""duration_ns"":524288},{""stage"":""tokens256.down_output"",""direction"":""noc_output"",""size_bytes"":6291456,""critical_bytes"":6291456.0,""participants"":4,""parallel_links"":1,""duration_ns"":24576},{""stage"":""exit_chip_hidden_exchange"",""direction"":""fabric"",""size_bytes"":196608,""critical_bytes"":2949120.0,""participants"":16,""parallel_links"":1,""duration_ns"":1844},{""stage"":""exit_die_distribute"",""direction"":""noc_input"",""size_bytes"":2949120,""critical_bytes"":2949120.0,""participants"":2,""parallel_links"":1,""duration_ns"":11520},{""stage"":""final_die_allgather"",""direction"":""noc_input"",""size_bytes"":786432,""critical_bytes"":2359296.0,""participants"":4,""parallel_links"":4,""duration_ns"":2304}]",False,alternative candidate
glm-5.1,tp,8192,off,16,1,4,1,8,2,256,256,12,2048,1024,12,150994944,318261,759296,1269760,2347317,11,"[{""stage"":""entry_16chip_alltoall"",""direction"":""fabric"",""size_bytes"":196608,""critical_bytes"":2949120.0,""participants"":16,""parallel_links"":1,""duration_ns"":1844},{""stage"":""tokens256.up_input"",""direction"":""noc_input"",""size_bytes"":6291456,""critical_bytes"":6291456.0,""participants"":2,""parallel_links"":1,""duration_ns"":24576},{""stage"":""tokens256.up_output"",""direction"":""noc_output"",""size_bytes"":268435456,""critical_bytes"":268435456.0,""participants"":8,""parallel_links"":1,""duration_ns"":1048576},{""stage"":""tokens256.up_die_reduce_scatter"",""direction"":""noc_output"",""size_bytes"":268435456,""critical_bytes"":201326592.0,""participants"":4,""parallel_links"":4,""duration_ns"":196608},{""stage"":""tokens256.up_die_allgather"",""direction"":""noc_input"",""size_bytes"":67108864,""critical_bytes"":201326592.0,""participants"":4,""parallel_links"":4,""duration_ns"":196608},{""stage"":""tokens256.up_chip_allreduce"",""direction"":""fabric"",""size_bytes"":268435456,""critical_bytes"":503316480.0,""participants"":16,""parallel_links"":1,""duration_ns"":314573},{""stage"":""tokens256.down_input"",""direction"":""noc_input"",""size_bytes"":134217728,""critical_bytes"":134217728.0,""participants"":8,""parallel_links"":1,""duration_ns"":524288},{""stage"":""tokens256.down_output"",""direction"":""noc_output"",""size_bytes"":6291456,""critical_bytes"":6291456.0,""participants"":2,""parallel_links"":1,""duration_ns"":24576},{""stage"":""exit_chip_hidden_exchange"",""direction"":""fabric"",""size_bytes"":196608,""critical_bytes"":2949120.0,""participants"":16,""parallel_links"":1,""duration_ns"":1844},{""stage"":""exit_die_distribute"",""direction"":""noc_input"",""size_bytes"":2949120,""critical_bytes"":2949120.0,""participants"":2,""parallel_links"":1,""duration_ns"":11520},{""stage"":""final_die_allgather"",""direction"":""noc_input"",""size_bytes"":786432,""critical_bytes"":2359296.0,""participants"":4,""parallel_links"":4,""duration_ns"":2304}]",False,alternative candidate
glm-5.1,tp,8192,off,16,1,4,1,16,1,256,256,6,4096,2048,6,150994944,318261,759296,1269760,2347317,11,"[{""stage"":""entry_16chip_alltoall"",""direction"":""fabric"",""size_bytes"":196608,""critical_bytes"":2949120.0,""participants"":16,""parallel_links"":1,""duration_ns"":1844},{""stage"":""tokens256.up_input"",""direction"":""noc_input"",""size_bytes"":6291456,""critical_bytes"":6291456.0,""participants"":2,""parallel_links"":1,""duration_ns"":24576},{""stage"":""tokens256.up_output"",""direction"":""noc_output"",""size_bytes"":268435456,""critical_bytes"":268435456.0,""participants"":16,""parallel_links"":1,""duration_ns"":1048576},{""stage"":""tokens256.up_die_reduce_scatter"",""direction"":""noc_output"",""size_bytes"":268435456,""critical_bytes"":201326592.0,""participants"":4,""parallel_links"":4,""duration_ns"":196608},{""stage"":""tokens256.up_die_allgather"",""direction"":""noc_input"",""size_bytes"":67108864,""critical_bytes"":201326592.0,""participants"":4,""parallel_links"":4,""duration_ns"":196608},{""stage"":""tokens256.up_chip_allreduce"",""direction"":""fabric"",""size_bytes"":268435456,""critical_bytes"":503316480.0,""participants"":16,""parallel_links"":1,""duration_ns"":314573},{""stage"":""tokens256.down_input"",""direction"":""noc_input"",""size_bytes"":134217728,""critical_bytes"":134217728.0,""participants"":16,""parallel_links"":1,""duration_ns"":524288},{""stage"":""tokens256.down_output"",""direction"":""noc_output"",""size_bytes"":6291456,""critical_bytes"":6291456.0,""participants"":2,""parallel_links"":1,""duration_ns"":24576},{""stage"":""exit_chip_hidden_exchange"",""direction"":""fabric"",""size_bytes"":196608,""critical_bytes"":2949120.0,""participants"":16,""parallel_links"":1,""duration_ns"":1844},{""stage"":""exit_die_distribute"",""direction"":""noc_input"",""size_bytes"":2949120,""critical_bytes"":2949120.0,""participants"":2,""parallel_links"":1,""duration_ns"":11520},{""stage"":""final_die_allgather"",""direction"":""noc_input"",""size_bytes"":786432,""critical_bytes"":2359296.0,""participants"":4,""parallel_links"":4,""duration_ns"":2304}]",False,alternative candidate
glm-5.1,tp,8192,on,1,16,1,4,1,16,256,512,6144,4,2,6144,150994944,117966,3166720,3768320,7053006,8,"[{""stage"":""entry_16chip_alltoall"",""direction"":""fabric"",""size_bytes"":6291456,""critical_bytes"":94371840.0,""participants"":16,""parallel_links"":1,""duration_ns"":58983},{""stage"":""tokens512.up_input"",""direction"":""noc_input"",""size_bytes"":805306368,""critical_bytes"":805306368.0,""participants"":16,""parallel_links"":1,""duration_ns"":3145728},{""stage"":""tokens512.up_output"",""direction"":""noc_output"",""size_bytes"":8388608,""critical_bytes"":8388608.0,""participants"":2,""parallel_links"":1,""duration_ns"":32768},{""stage"":""tokens512.down_input"",""direction"":""noc_input"",""size_bytes"":4194304,""critical_bytes"":4194304.0,""participants"":2,""parallel_links"":1,""duration_ns"":16384},{""stage"":""tokens512.down_output"",""direction"":""noc_output"",""size_bytes"":805306368,""critical_bytes"":805306368.0,""participants"":16,""parallel_links"":1,""duration_ns"":3145728},{""stage"":""tokens512.down_die_reduce_scatter"",""direction"":""noc_output"",""size_bytes"":805306368,""critical_bytes"":603979776.0,""participants"":4,""parallel_links"":4,""duration_ns"":589824},{""stage"":""exit_chip_reduce_scatter"",""direction"":""fabric"",""size_bytes"":100663296,""critical_bytes"":94371840.0,""participants"":16,""parallel_links"":1,""duration_ns"":58983},{""stage"":""final_die_allgather"",""direction"":""noc_input"",""size_bytes"":1572864,""critical_bytes"":4718592.0,""participants"":4,""parallel_links"":4,""duration_ns"":4608}]",False,alternative candidate
glm-5.1,tp,8192,on,1,16,1,4,2,8,256,512,3072,8,4,3072,150994944,117966,3166720,3768320,7053006,8,"[{""stage"":""entry_16chip_alltoall"",""direction"":""fabric"",""size_bytes"":6291456,""critical_bytes"":94371840.0,""participants"":16,""parallel_links"":1,""duration_ns"":58983},{""stage"":""tokens512.up_input"",""direction"":""noc_input"",""size_bytes"":805306368,""critical_bytes"":805306368.0,""participants"":2,""parallel_links"":1,""duration_ns"":3145728},{""stage"":""tokens512.up_output"",""direction"":""noc_output"",""size_bytes"":8388608,""critical_bytes"":8388608.0,""participants"":2,""parallel_links"":1,""duration_ns"":32768},{""stage"":""tokens512.down_input"",""direction"":""noc_input"",""size_bytes"":4194304,""critical_bytes"":4194304.0,""participants"":2,""parallel_links"":1,""duration_ns"":16384},{""stage"":""tokens512.down_output"",""direction"":""noc_output"",""size_bytes"":805306368,""critical_bytes"":805306368.0,""participants"":8,""parallel_links"":1,""duration_ns"":3145728},{""stage"":""tokens512.down_die_reduce_scatter"",""direction"":""noc_output"",""size_bytes"":805306368,""critical_bytes"":603979776.0,""participants"":4,""parallel_links"":4,""duration_ns"":589824},{""stage"":""exit_chip_reduce_scatter"",""direction"":""fabric"",""size_bytes"":100663296,""critical_bytes"":94371840.0,""participants"":16,""parallel_links"":1,""duration_ns"":58983},{""stage"":""final_die_allgather"",""direction"":""noc_input"",""size_bytes"":1572864,""critical_bytes"":4718592.0,""participants"":4,""parallel_links"":4,""duration_ns"":4608}]",False,alternative candidate
glm-5.1,tp,8192,on,1,16,1,4,4,4,256,512,1536,16,8,1536,150994944,117966,3166720,3768320,7053006,8,"[{""stage"":""entry_16chip_alltoall"",""direction"":""fabric"",""size_bytes"":6291456,""critical_bytes"":94371840.0,""participants"":16,""parallel_links"":1,""duration_ns"":58983},{""stage"":""tokens512.up_input"",""direction"":""noc_input"",""size_bytes"":805306368,""critical_bytes"":805306368.0,""participants"":2,""parallel_links"":1,""duration_ns"":3145728},{""stage"":""tokens512.up_output"",""direction"":""noc_output"",""size_bytes"":8388608,""critical_bytes"":8388608.0,""participants"":4,""parallel_links"":1,""duration_ns"":32768},{""stage"":""tokens512.down_input"",""direction"":""noc_input"",""size_bytes"":4194304,""critical_bytes"":4194304.0,""participants"":4,""parallel_links"":1,""duration_ns"":16384},{""stage"":""tokens512.down_output"",""direction"":""noc_output"",""size_bytes"":805306368,""critical_bytes"":805306368.0,""participants"":4,""parallel_links"":1,""duration_ns"":3145728},{""stage"":""tokens512.down_die_reduce_scatter"",""direction"":""noc_output"",""size_bytes"":805306368,""critical_bytes"":603979776.0,""participants"":4,""parallel_links"":4,""duration_ns"":589824},{""stage"":""exit_chip_reduce_scatter"",""direction"":""fabric"",""size_bytes"":100663296,""critical_bytes"":94371840.0,""participants"":16,""parallel_links"":1,""duration_ns"":58983},{""stage"":""final_die_allgather"",""direction"":""noc_input"",""size_bytes"":1572864,""critical_bytes"":4718592.0,""participants"":4,""parallel_links"":4,""duration_ns"":4608}]",False,alternative candidate
glm-5.1,tp,8192,on,1,16,1,4,8,2,256,512,768,32,16,768,150994944,117966,3166720,3768320,7053006,8,"[{""stage"":""entry_16chip_alltoall"",""direction"":""fabric"",""size_bytes"":6291456,""critical_bytes"":94371840.0,""participants"":16,""parallel_links"":1,""duration_ns"":58983},{""stage"":""tokens512.up_input"",""direction"":""noc_input"",""size_bytes"":805306368,""critical_bytes"":805306368.0,""participants"":2,""parallel_links"":1,""duration_ns"":3145728},{""stage"":""tokens512.up_output"",""direction"":""noc_output"",""size_bytes"":8388608,""critical_bytes"":8388608.0,""participants"":8,""parallel_links"":1,""duration_ns"":32768},{""stage"":""tokens512.down_input"",""direction"":""noc_input"",""size_bytes"":4194304,""critical_bytes"":4194304.0,""participants"":8,""parallel_links"":1,""duration_ns"":16384},{""stage"":""tokens512.down_output"",""direction"":""noc_output"",""size_bytes"":805306368,""critical_bytes"":805306368.0,""participants"":2,""parallel_links"":1,""duration_ns"":3145728},{""stage"":""tokens512.down_die_reduce_scatter"",""direction"":""noc_output"",""size_bytes"":805306368,""critical_bytes"":603979776.0,""participants"":4,""parallel_links"":4,""duration_ns"":589824},{""stage"":""exit_chip_reduce_scatter"",""direction"":""fabric"",""size_bytes"":100663296,""critical_bytes"":94371840.0,""participants"":16,""parallel_links"":1,""duration_ns"":58983},{""stage"":""final_die_allgather"",""direction"":""noc_input"",""size_bytes"":1572864,""critical_bytes"":4718592.0,""participants"":4,""parallel_links"":4,""duration_ns"":4608}]",False,alternative candidate
